epoch,acc,loss,val_acc,val_loss
0,0.33383624655123467,1.7978992071607953,0.32837798057328543,1.7625173849325373
1,0.4286660533644458,1.5371039891747456,0.45863997646735494,1.4574345313418358
2,0.4733026678949293,1.4069083037372017,0.4952899617397122,1.3942655793771976
3,0.505869365227036,1.3256182164584374,0.5151604356785399,1.3110833029414333
4,0.5224655013865249,1.2726931672811288,0.5116279069942904,1.3028459980237264
5,0.5428150873997942,1.2244931303522624,0.497350603456107,1.3231791132577981
6,0.5507635694605117,1.1989820918010372,0.5201648513745096,1.29956400941883
7,0.5652253909854573,1.1724629798764576,0.5657933471060375,1.1486092315269
8,0.5728794848238972,1.1494245279482338,0.5640270827025008,1.1743632583257413
9,0.5781416743396067,1.130093704335933,0.4986753017192804,1.388757118029141
10,0.5839558417685227,1.1195422581213816,0.5680011775271135,1.1883830388118002
11,0.5882244710228042,1.1059946163663539,0.5928760671004991,1.0974056204873603
12,0.595731370749557,1.0927180841633675,0.5930232557964072,1.1284953136811862
13,0.5960625575020868,1.0847716122958895,0.5724168384219044,1.1516724537146734
14,0.6016191352356873,1.0735792840722513,0.5925816897437752,1.0832883618072373
15,0.6085372585140464,1.063652624182451,0.5924345010654134,1.0915925634198587
16,0.6094940202402871,1.0535539126549716,0.6000883131999987,1.0796587024326005
17,0.6142778288934246,1.0440630446844619,0.5925816897437752,1.0966319840797298
18,0.6133578656897594,1.0361091212340199,0.5981748602058314,1.0869254041216392
19,0.617847286110749,1.03357418838508,0.6196644097908757,1.0273740361605035
20,0.6237350506045561,1.019573070796784,0.5984692375801015,1.0998351536219633
21,0.6250229990866168,1.0189732242924638,0.6089196350071266,1.0821402357331367
22,0.6248390064441292,1.01363396159859,0.6039152192936107,1.0907271079431746
23,0.6302483900665908,1.007091148535703,0.6204003532704164,1.0467095133449036
24,0.628187672497487,1.0026634833674533,0.5912569914455094,1.1351393551766118
25,0.6327506899745945,0.998050335420856,0.6192228437031512,1.0254187098593792
26,0.6330082796732,0.9907383925561632,0.617603768013069,1.051068429635278
27,0.6347746090200261,0.9875827638490987,0.611863408872651,1.0593965512217582
28,0.6351057957747493,0.981987735275402,0.6249632028611155,1.0561363289627848
29,0.6371665133460465,0.9830786931898579,0.6314395054810743,1.0119823692720147
30,0.6376816927388708,0.9814755051357547,0.6239328819897584,1.0270720146002053
31,0.6382704691878128,0.9772159112563568,0.6139240505978188,1.071255601799976
32,0.6408095676238754,0.9719790833130163,0.6099499558433912,1.0560380992448641
33,0.6436798528102745,0.9661191222726915,0.6259935237324725,1.0383672915839923
34,0.6429070837188448,0.9623771068604583,0.6114218428024728,1.0721595468224938
35,0.6469917203333801,0.9613871647243447,0.6112746541241109,1.0533626336085646
36,0.6412511499583886,0.9602841271582062,0.6343832793816911,1.0062859759002283
37,0.6487948482093618,0.9522183724555162,0.6245216367207522,1.0175725683977859
38,0.652548298072464,0.9443238991208327,0.6176037680657077,1.0520135941033788
39,0.6483900644040042,0.9491679918733121,0.6289372976155432,1.0141529999377275
40,0.6488316467352273,0.95170681499404,0.6212834854107728,1.0319982185972976
41,0.6515179392835254,0.9438511700946032,0.6218722402207248,1.0385753178126256
42,0.6546826126976856,0.9406208845399999,0.6305563732529865,1.0131128140502303
43,0.6571113155517648,0.9368048744192887,0.6139240506153651,1.0383214243798176
44,0.6508555657773689,0.9366351149130437,0.617603768013069,1.0569373194105245
45,0.6564857405736673,0.9304647979499445,0.6100971445217531,1.067218527237317
46,0.6527322907127584,0.9352788909773488,0.6355607889665026,1.0042529061046248
47,0.656154553822234,0.9307959102092802,0.6321754489606151,1.0194638207059135
48,0.6560073597056117,0.9277207811030096,0.6125993523521918,1.0561167001373317
49,0.6597608095698106,0.9236397886177544,0.6301148072179009,1.0426843936105739
50,0.6604967801353749,0.9253357616870252,0.6320282602120681,1.0193188893187912
51,0.6604967801331816,0.9219408801551685,0.6165734471768044,1.0479266150825193
52,0.6628150873976009,0.9151702013296498,0.6217250514984973,1.0738389232876653
53,0.6609383624720815,0.9227356674304882,0.6360023550542271,1.0210898455571245
54,0.661600735974948,0.9151585528339502,0.6309979393582573,1.0295856087075144
55,0.6642502299929938,0.9097581639285469,0.6488077715455977,0.9684110111898276
56,0.6656485740603277,0.9105611924063535,0.6377686193349399,0.9968598288650333
57,0.6644710211657338,0.9108434736037759,0.6364439211244053,0.9957679914908792
58,0.6670101195996029,0.9043666899939031,0.6454224315397101,0.9679931255519688
59,0.668371665135588,0.9046050591828523,0.634824845434323,0.9908374534623217
60,0.6664949402056819,0.9040189954964744,0.6307035620015335,1.0217944803678678
61,0.6665317387315475,0.900398075218692,0.633352958510334,1.0093372786504786
62,0.6646182152779693,0.9033366623885498,0.6513099793760363,0.9598608447026603
63,0.6687396504150801,0.8985598637844953,0.6312923167325273,1.0254307367677438
