epoch,acc,loss,val_acc,val_loss
0,0.3046431432656972,1.7852806913187904,0.3268319866091935,1.7189871630452078
1,0.38750914347624804,1.607056738133673,0.40484814712449213,1.5727368873552081
2,0.42878539830715107,1.4988900289074947,0.47116188356623273,1.4237943901494872
3,0.45184436936567657,1.4337381069062833,0.45416550571189745,1.4419365694144868
4,0.47155944129070676,1.3933576953054416,0.4811925327389245,1.3693713276590203
5,0.4871991361635449,1.3619983351140517,0.5142100864082501,1.3043769596014292
6,0.4943745863687208,1.3288040409359199,0.4910838673559196,1.338274965846927
7,0.507715350587962,1.2993074361672325,0.510587907495124,1.2919044581320531
8,0.5138806646009894,1.2850511898262473,0.5178322652549456,1.3081509300379675
9,0.521090947091839,1.2722590341019553,0.5423516300137111,1.2263910476129745
10,0.5271169319735902,1.25650202539125,0.5430482028420173,1.2122453833795517
11,0.5320979483827096,1.23883860633766,0.5133741989412093,1.2567066766319583
12,0.5355811766355429,1.231377150439482,0.5330175536693256,1.2155816059452673
13,0.5407015221749002,1.2218765212831055,0.557118974677963,1.181224800129394
14,0.5393430631514473,1.2189451577359554,0.5384508219559766,1.2450296312163687
15,0.549026437706615,1.2046782182440487,0.5366397325492364,1.2459797793757985
16,0.5443589118436452,1.2033743431436186,0.5463917526105347,1.2114053826107558
17,0.5536242990044659,1.18978159160814,0.5603232098409611,1.1565583562512158
18,0.5559580619359508,1.1808173960123638,0.5434661465589301,1.186493142330736
19,0.5542861123699816,1.1827211423189132,0.5430482028752325,1.1880980900284572
20,0.5596154516026195,1.1757333316359178,0.5504318751741433,1.1775479796006507
21,0.5594412901887841,1.1673659455701888,0.5479242129058817,1.1932726083408993
22,0.5587794768232683,1.1655947798126987,0.5606018389357468,1.1785283419341224
23,0.5605210909512421,1.161152744526574,0.5629701867147421,1.148149454251542
24,0.5651886168142118,1.1537477777787288,0.551825020930401,1.206341592041222
25,0.5668605663734334,1.149445094722263,0.5583728057788786,1.1545184626490268
26,0.5651886168105786,1.1517169729595071,0.5505711897796627,1.1999414799837191
27,0.5699954718043053,1.140495581318623,0.5612984118304833,1.1614328965432599
28,0.571946079628674,1.1410286479714797,0.548899414895404,1.1904971053023032
29,0.5701696332165836,1.135491500296452,0.5495959877569252,1.1912861543965227
30,0.5720157441958692,1.128962809914369,0.5702145444579562,1.1512702114736844
31,0.5767529346203247,1.1273245810175179,0.575508498172303,1.1349195149423819
32,0.5731303772346582,1.1266600493083592,0.5670103092617429,1.1631984404117226
33,0.5775540771228259,1.1219050075953945,0.5663137364334367,1.1635747329874535
34,0.5771012574474765,1.117534250325139,0.562691557553526,1.1760349106277121
35,0.5771709220115574,1.1183057712650735,0.5617163555473961,1.1607160608593752
36,0.579922672332718,1.1185796798975922,0.5750905544886054,1.1229437949531886
37,0.5803406597255079,1.1120864851870313,0.5814990248146015,1.1205362458852182
38,0.5847643596095232,1.1097053450357828,0.5353859013486753,1.2157848288867426
39,0.5843463722198476,1.1054847138030737,0.5678461967287837,1.1383977656777637
40,0.5833014037415062,1.1087725500339807,0.570911117336085,1.1401040608851682
41,0.5822912675509146,1.1055887726316664,0.5707718027471732,1.147502196369878
42,0.5885959106921037,1.0962167212887448,0.5911117303202033,1.0938488993680586
43,0.5873071162394793,1.1028381327467613,0.5693786570407382,1.1371997209371183
44,0.5884914138444253,1.094465305534142,0.5897185845473378,1.0915300340232625
45,0.5866801351513325,1.0929720529821825,0.5792699916743408,1.1202572022317412
46,0.5914869901466163,1.090901689837688,0.5675675676007828,1.144460720914956
47,0.5857396635201505,1.0919357484616665,0.589300640830425,1.0956678199681706
48,0.5918004806875755,1.0873620237085513,0.5771802730731693,1.1242291966863713
49,0.5930544428586786,1.086397207266211,0.586653663956644,1.1034195003452392
50,0.5925319586234007,1.085177957594318,0.5674282529786557,1.1261798217622774
51,0.5920443066644537,1.0841703418944755,0.5812203956367777,1.1231954320787751
52,0.5923926294931627,1.0808029356676814,0.572582892170521,1.1295225283966053
53,0.5935769270981087,1.0802659936893646,0.5874895514070771,1.1061965393535138
54,0.5918353129690969,1.079803119570597,0.5860964056923383,1.1028585241311903
55,0.6061862133867153,1.0484095167173622,0.6026748398214571,1.0596840033361128
56,0.6123863596781497,1.0405934439598528,0.59640568403455,1.0753135668530573
57,0.6083458149017695,1.0393153187905473,0.6051825020897186,1.055080337622731
58,0.6132571667462889,1.0355274912423154,0.6014210086375035,1.061470129042158
59,0.6136054895718837,1.0277232459779941,0.6042073000835887,1.059792316866705
60,0.6098436030554603,1.0299393863462722,0.6072722206742825,1.0588491040041401
61,0.6161134139130517,1.0302301496500887,0.6028141543605461,1.0572695985548541
62,0.6146852903291513,1.0281851686958468,0.6029534689660656,1.0637346165995307
63,0.6159392525012924,1.0300090066413072,0.6026748397882419,1.0577521756287238
64,0.6134661604395696,1.0280472345372769,0.6028141543605461,1.0600553508687065
65,0.6144762966327564,1.026416153555492,0.6040679855444997,1.054369191068499
66,0.6146504580445157,1.023358499835853,0.6029534689328504,1.0518389854732746
67,0.6151032777188269,1.025694135866501,0.6023962106768485,1.0557403590028815
68,0.6140931415246021,1.020494733626925,0.6051825020897186,1.0563694144663753
69,0.6171932146755097,1.020144268596819,0.6021175814990248,1.0589980707257596
70,0.6187954996711695,1.0203347820380526,0.6067149623850655,1.0507621717472932
71,0.6149987808721866,1.0225156282028263,0.6057397603789356,1.0535779844156776
72,0.6187954996696123,1.0166364311237661,0.6029534689328504,1.056348845981296
73,0.61876066738861,1.017839750593253,0.6023962106436334,1.0556878164041072
74,0.616844891849915,1.017139347133818,0.6021175814990248,1.0582761414106192
75,0.6213382562959351,1.0172563375356725,0.6018389523544163,1.0538438506098502
76,0.6171583823929503,1.0192878299498742,0.601142379492895,1.0566249830073784
77,0.6174718729323523,1.0196245640538082,0.6037893563998912,1.0678380180215663
78,0.6184123445630152,1.0194174279247799,0.60490387294511,1.055386513729021
79,0.6182381831522941,1.0163134467892854,0.6026748397882419,1.0566937181736373
80,0.6159740847828138,1.0170906887204259,0.6028141543605461,1.0586140649701998
81,0.612839179351942,1.0185185736127316,0.6028141543605461,1.0540519453217705
82,0.6197011390177158,1.0142960619499177,0.6044859292281972,1.052902379767348
83,0.6177156989139019,1.0136777025545698,0.603789356366676,1.053988822591308
84,0.6215124177108087,1.0068685856244461,0.6026748397882419,1.0534214741275583
85,0.6217214114082417,1.010859128279415,0.603789356366676,1.0520769487054409
86,0.6164617367386465,1.0155639322230325,0.6053218166620229,1.0521450801857604
87,0.6214775854303253,1.0094308507260188,0.6061577040958485,1.052739664866553
88,0.621024765754976,1.014056474295333,0.6036500417943717,1.0517597081734962
89,0.616566233587363,1.014015012304546,0.6058790749512399,1.0508309527338964
90,0.6198753004325894,1.0102196113622035,0.6058790749512399,1.0529817007284836
91,0.6200146295597131,1.0095491953298728,0.6047645583728058,1.0531593315047985
92,0.6195618098864398,1.0170260010071568,0.60490387294511,1.0536006789381507
93,0.6198753004325894,1.0114241033816371,0.6071329061019782,1.0512616996082234
94,0.6189348288003693,1.0068038191149744,0.6058790749512399,1.0526145118529766
95,0.6180988540189418,1.0144045413456024,0.6061577040958485,1.0519125808843102
96,0.6225573861865549,1.008576113451295,0.6058790749512399,1.0522313533004661
97,0.6180988540189418,1.0130326601732214,0.6039286709389802,1.0545696273059957
98,0.6205719460801457,1.0092544610931597,0.60490387294511,1.0520561005319184
99,0.6173673760883072,1.0147468473242842,0.6060183895235441,1.0523541242208079
100,0.6228012121655092,1.0074350103248544,0.6053218166620229,1.0527389453426648
101,0.6199449649977083,1.0101366963828842,0.6051825020897186,1.0519102821279682
102,0.6187606673870529,1.0090129882872692,0.6057397603789356,1.0515347694945423
103,0.6197359713023515,1.0129267784481932,0.604346614655893,1.0535193972847992
104,0.6209899334708594,1.0103482490730424,0.6065756478127612,1.052134162388528
105,0.6226618830373475,1.0056485373372008,0.606436333240457,1.0506335837025933
106,0.6226618830337142,1.0056036200708238,0.6054611312343271,1.0524395978460739
107,0.6213034240144136,1.01017477689332,0.6056004458066314,1.0515357372853111
108,0.6194573130418757,1.0136569349480677,0.6054611312343271,1.051688543532545
109,0.6243338325981261,1.0063508472815839,0.6051825020897186,1.0534644798669153
110,0.6206416106468217,1.0090307386850188,0.6046252438005015,1.0523506078457028
111,0.6169842209801529,1.0155362371466758,0.6062970186681527,1.0526392166413248
112,0.6221045665132816,1.01168177216615,0.6065756478127612,1.0512140257573122
113,0.619108990216281,1.0086025833759675,0.6056004458066314,1.05188219399132
114,0.6206067783642623,1.0066669197444438,0.6060183895235441,1.050830919634967
115,0.6204674492329862,1.0099111238556215,0.6050431875174144,1.0521162720103887
116,0.6205022815155458,1.0126351313994777,0.6046252438005015,1.051917495103758
117,0.6201887909756247,1.0070735173641632,0.606436333240457,1.0507278956055608
