epoch,acc,loss,val_acc,val_loss
0,0.46250519318653927,1.5301296704034366,0.587954309455826,1.263514045787625
1,0.5844931450185312,1.1934999766367622,0.6209761163651139,1.1674250223678715
2,0.6304528458662235,1.0535580109252343,0.6000000000742737,1.2409623524853002
3,0.6604694640879122,0.9701744929655588,0.6533748702591948,1.0085901420064434
4,0.6798400498298277,0.9114664087763058,0.6905503634537492,0.8803695223660731
5,0.6936539260490237,0.8649344794919592,0.6425752856402135,1.0794630247732064
6,0.7138034898461174,0.8207318685487637,0.7264797508530899,0.7836665134439835
7,0.7208662235147486,0.786015614514337,0.7212876428448647,0.7971997097521433
8,0.730162027444788,0.7638330235241556,0.6992731049672342,0.8783854696238153
9,0.7427295388697983,0.732759761250658,0.6718587747491657,0.8934230845541474
10,0.7439759036392208,0.7213383290249626,0.7543094497232051,0.6829603504416604
11,0.7503635230329851,0.7017862647957558,0.7341640706869424,0.7441508645704354
12,0.760126713776321,0.6732429770399141,0.727725856784472,0.7661423685642293
13,0.763138761919566,0.668582364514402,0.7665628245562656,0.6610094747315562
14,0.7681242210467821,0.6528962551928379,0.7744548287470888,0.6331372461833934
15,0.7740963855421686,0.6382028860673401,0.7711318795802313,0.644035875252598
16,0.7770045700289175,0.626054344877545,0.7484942886873941,0.7299136146206722
17,0.780899459933363,0.6179131799384079,0.7811007269570142,0.6170819107864752
18,0.7860926464230974,0.6105868409766565,0.774454828709952,0.6401237143534366
19,0.7875467386788534,0.5963876719389608,0.7925233645354971,0.5819073477885681
20,0.7900914000583279,0.5900981188018539,0.787123572207438,0.580926100041636
21,0.7900394681929354,0.5879016834569265,0.8016614745958077,0.5569506370266155
22,0.7951287910509367,0.5806331830149525,0.778608515106629,0.6389364826963946
23,0.7950768591607811,0.5719081385283238,0.7657320872645512,0.6545464164742799
24,0.7998545908016638,0.5617765691154569,0.7638629284108044,0.6927994725736378
25,0.8012567511425011,0.5634850620678663,0.7848390447264024,0.6137738253344875
26,0.8033340257582052,0.55079582498239,0.7927310488800888,0.5829534292221069
27,0.8027108433487309,0.5478501917293669,0.7765316719330484,0.6225672545834122
28,0.8084233485419174,0.5361240825120176,0.7877466251793185,0.5938416786406766
29,0.8087868715996657,0.5390898380529152,0.784215991742143,0.6211499139527294
30,0.8123182384463629,0.5305518389837743,0.7914849429363279,0.5905540580194935
31,0.8147590361693413,0.5225904490326666,0.7956386293330049,0.5798463187856466
32,0.8092542584129622,0.5273248240518827,0.7977154725189645,0.5870381141377387
33,0.8183942667220606,0.5118795750011881,0.7522326065124876,0.736478945275581
34,0.8306501869547154,0.469341207191961,0.8296988577857567,0.4886433142491714
35,0.8369858745326132,0.44933830864656304,0.827829698919631,0.49420092953823563
36,0.8452430411052744,0.4385658667686325,0.8259605400287474,0.49371268443476996
37,0.8470606564435416,0.42938810267486066,0.8323987539683547,0.48273252841715747
38,0.8505400914248461,0.4232132678513315,0.8326064382510517,0.4856725152160272
39,0.8486186123557936,0.42563087446440984,0.8309449636923809,0.49255916575900244
40,0.8473722476358972,0.4268807967421322,0.8326064382634306,0.4892735144554764
41,0.8503323639632757,0.42138452298620405,0.8301142264378034,0.48703060553700256
42,0.8501246364769423,0.4233730592864353,0.8326064382634306,0.47781069642658175
43,0.8515267968673056,0.41897448471437415,0.8290758048510131,0.48878494575387593
44,0.8541233900874098,0.412853369994633,0.8309449637295178,0.4853290076567748
45,0.8505920232902388,0.4160859957120703,0.8261682243609602,0.49694333678094027
46,0.8524615704196095,0.4095071450179179,0.834683281486527,0.47613130925476616
47,0.8548504362029062,0.4050944360722929,0.8344755971543143,0.4828958602709191
48,0.8567719152471956,0.40351451152729007,0.8338525442071917,0.4807942689888698
49,0.8576028251182404,0.40801898896768474,0.8359293873931513,0.4802412641506453
50,0.8556294142333214,0.40462671081010465,0.8328141225956435,0.4771182199504888
51,0.85765475695887,0.4013235683157873,0.8355140187534835,0.47421331007037454
